District Name,Police Unit,Village Area Name,Beat Name,Total Crimes per beat,Sanctioned Strength of Assistant Sub-Inspectors per District,Sanctioned Strength of Head Constables per District,Sanctioned Strength of Police Constables per District,Normalised Crime Severity
"COP, BELGAUM CITY",Udyambag PS,INDIRA NAGAR ANAGOL,BEAT NO 06,20.0,114,320,699,0.0005060030360182161
"COP, BELGAUM CITY",Udyambag PS,PARVATI NAGAR,BEAT NO 56,11.0,114,320,699,0.0011960071760430562
"COP, BELGAUM CITY",Udyambag PS,G I T COLLEGE ROAD TO KHADARAWADI CROSS UDYAMBAG,BEAT NO 34,16.0,114,320,699,0.0016100096600579602
"COP, BELGAUM CITY",Udyambag PS,GIT COLLEGE CROSS TO BABU CANTEEN,BEAT NO 38,31.0,114,320,699,0.0015640093840563044
"COP, BELGAUM CITY",Udyambag PS,MARUTI GALLI AND LAXMI GALLI MAJAGAVI,BEAT NO 23,4.0,114,320,699,0.0006900041400248402
"COP, BELGAUM CITY",Udyambag PS,BEMCO CROSS PUROHIT SWEET MART TO BANK OF BARODA ROAD INDUSTRIAL AREA,BEAT NO 13,10.0,114,320,699,0.0014260085560513364
"COP, BELGAUM CITY",Udyambag PS,GULLAVAN HALLA TO SUKHASHANTI MANGAL KARYALAY MAHAVEER NAGAR,BEAT NO 32,19.0,114,320,699,0.0015640093840563044
"COP, BELGAUM CITY",Udyambag PS,RANICHANNAMMA NAGAR FIRST STAGE DHAVALESHWAR FARNANDIS HOUSE GARDEN CANARA BANK ATM BSNL OFFICE ROAD,BEAT NO 44,10.0,114,320,699,0.0007820046920281522
"COP, BELGAUM CITY",Udyambag PS,RAGHAVENDRA COLONY GARDEN ROAD AND JAIN MADIR ROAD R C NAGAR SECOND STAGE,BEAT NO 47,7.0,114,320,699,0.0007820046920281522
"COP, BELGAUM CITY",Udyambag PS,BASAVESHWAR BANK CROSS TO BEMCO CROSS KALMESHWAR COLONY IDGA KLE ENGINEERING COLLEGE MANGO MEADOWS,BEAT NO 09,27.0,114,320,699,0.0019780118680712082
"COP, BELGAUM CITY",Udyambag PS,RAYANNA NAGAR MAJAGAVI,BEAT NO 17,19.0,114,320,699,0.0017480104880629283
"COP, BELGAUM CITY",Udyambag PS,GAJANAN NAGAR HANDE CHAL MAJAGAVI,BEAT NO 30,6.0,114,320,699,0.0005060030360182161
"COP, BELGAUM CITY",Udyambag PS,WALMIKI GALLI AND TANAJI GALLI MAJAGAVI,BEAT NO 20,23.0,114,320,699,0.0013340080040480243
"COP, BELGAUM CITY",Udyambag PS,SHAKINA BAR ROAD TO BRAHMA NAGAR MAJAGAVI,BEAT NO 18,21.0,114,320,699,0.0021620129720778323
"COP, BELGAUM CITY",Udyambag PS,SANTH ROHIDAS COLONY FIFTH CROSS TO ELEVENTH CROSS UPTO GANESH TEMPLE,BEAT NO 11,6.0,114,320,699,0.0007360044160264962
"COP, BELGAUM CITY",Udyambag PS,DR B R AMBEDKAR GALLI MAJAGAVI,BEAT NO 27,2.0,114,320,699,0.00027600165600993605
"COP, BELGAUM CITY",Udyambag PS,HINDU NAGAR SAMBAJI ROAD RANA PRATAP ROAD MIDDLE AREA,BEAT NO 43,7.0,114,320,699,0.0006440038640231841
"COP, BELGAUM CITY",Udyambag PS,RANICHANNAMMA NAGAR FIRST STAGE CANARA BANK ATM TO AMBIKA BHEL CENTER GROUND TO UTSAV DOUBLE ROAD,BEAT NO 45,5.0,114,320,699,0.0007360044160264962
"COP, BELGAUM CITY",Udyambag PS,GANAPATI GALLI TO KANNADA SCHOOL No NINETEEN MAJAGAVI,BEAT NO 22,5.0,114,320,699,0.0005520033120198721
"COP, BELGAUM CITY",Udyambag PS,RANI CHANNAMMA NAGAR FIRST STAGE VASANT VIHAR COLONY JOSHI HOUSE ROAD TO NETREKAR HOUSE SBI BANK,BEAT NO 53,4.0,114,320,699,0.0006440038640231841
"COP, BELGAUM CITY",Udyambag PS,SUKHASHANTHI MANGAL KARYALAY TO KHADARAWADI CROSS ROAD MAHAVEER NAGAR,BEAT NO 33,11.0,114,320,699,0.0011960071760430562
"COP, BELGAUM CITY",Udyambag PS,KALMESHWAR NAGAR MAJAGAVI,BEAT NO 28,16.0,114,320,699,0.0016100096600579602
"COP, BELGAUM CITY",Udyambag PS,RANI CHANNAMMA NAGAR SECOND STAGE LAXMI MANDIR OPPOSITE JAIN MANDIR ROAD TO GURUPRASAD COLONY ROAD,BEAT NO 49,4.0,114,320,699,0.0005980035880215281
"COP, BELGAUM CITY",Udyambag PS,BANK OF BARODA ROAD TO SBI BANK ROAD UP TO PUJARI HOUSE AND INDUSTRIAL AREA,BEAT NO 14,15.0,114,320,699,0.0011500069000414002
"COP, BELGAUM CITY",Udyambag PS,YADAV COLONY K L E LEDISE HOSTEL,BEAT NO 12,11.0,114,320,699,0.0012880077280463683
"COP, BELGAUM CITY",Udyambag PS,MAJAGAVI CROSS TO SHAKINA BAR AND INDUSTRIAL AREA,BEAT NO 16,11.0,114,320,699,0.0010120060720364321
"COP, BELGAUM CITY",Udyambag PS,SBI BANK ROAD PUJARI HOUSE ROAD TO MAJAGAVI CROSS IDGA GOVT ITI COLLEGE INDUSTRIAL AREA,BEAT NO 15,17.0,114,320,699,0.0015180091080546484
"COP, BELGAUM CITY",Udyambag PS,RANI CHANNAMMA NAGAR SECOND STAGE SWAMINATH COLONY,BEAT NO 54,3.0,114,320,699,0.00023000138000828005
"COP, BELGAUM CITY",Udyambag PS,SHIVASHAKTHI NAGAR ANAGOL,BEAT NO 07,10.0,114,320,699,0.0011960071760430562
"COP, BELGAUM CITY",Udyambag PS,MAHAVEER NAGAR VITHAT MANDIR SURROUNDING AREA MAJAGAVI,BEAT NO 31,10.0,114,320,699,0.0008280049680298081
"COP, BELGAUM CITY",Udyambag PS,HANUMAN WADI MAJAGAVI,BEAT NO 19,6.0,114,320,699,0.0007820046920281522
"COP, BELGAUM CITY",Udyambag PS,SANT DNYANESHWAR NAGAR MAJAGAVI,BEAT NO 29,1.0,114,320,699,9.200055200331202e-05
"COP, BELGAUM CITY",Udyambag PS,RANI CHANNAMMA NAGAR SECOND STAGE JAIN MANDIR DIFENCE COLONY SHRINIVAS COLONY KOLAKAR HOUSE,BEAT NO 55,6.0,114,320,699,0.0006440038640231841
"COP, BELGAUM CITY",Udyambag PS,GANGAI GALLI AND MAHAVEER GALLI MAJAGAVI,BEAT NO 24,8.0,114,320,699,0.0011040066240397442
"COP, BELGAUM CITY",Udyambag PS,RAJARAM NAGAR FIRST STAGE THIRD CROSS UP TO MOB ANAND GUJANAL HOUSE AND SIDE CROSS,BEAT NO 37,3.0,114,320,699,0.0004600027600165601
"COP, BELGAUM CITY",Udyambag PS,THIRD RAILWAY GATE TO MANGO MEADOWS CROSS BASAVESHWAR BANK,BEAT NO 08,22.0,114,320,699,0.0019320115920695524
"COP, BELGAUM CITY",Udyambag PS,BABU CANTEEN TO BEMCO CROSS KHANAPUR ROAD,BEAT NO 39,17.0,114,320,699,0.0017480104880629283
"COP, BELGAUM CITY",Udyambag PS,SANTH ROHIDAS COLONY FIRST CROSS TO FOURTH CROSS,BEAT NO 10,6.0,114,320,699,0.0009200055200331202
"COP, BELGAUM CITY",Udyambag PS,bhamanwadi,BHIMS HOSPITAL BELAGAVI,1.0,114,320,699,0.00013800082800496802
"COP, BELGAUM CITY",Udyambag PS,MANDOLI ROAD,OUT OF POLICE STATION,1.0,114,320,699,9.200055200331202e-05
"COP, BELGAUM CITY",Udyambag PS,RANI CHANNAMMA NAGAR FIRST STAGE AMBIKA BHEL PURI CENTER TO APOLO PHARMACY Dr RAO HOUSE JITURI SHOP,BEAT NO 46,4.0,114,320,699,0.0005980035880215281
"COP, BELGAUM CITY",Udyambag PS,PATIL GALLI GANGAI GALLI JAIN BASADI AREA AND MARATHI SCHOOL MAJAGAVI,BEAT NO 25,4.0,114,320,699,0.0004600027600165601
"COP, BELGAUM CITY",Udyambag PS,PUJAR GALLI AND PARAMAJ GALLI MAJAGAVI,BEAT NO 26,9.0,114,320,699,0.0011960071760430562
"COP, BELGAUM CITY",Udyambag PS,RANI CHANNAMMA NAGAR FIRST STAGE KRISHNA COLONY VASANT VIHAR COLONY AND JOSHI HOUSE ROAD,BEAT NO 52,2.0,114,320,699,0.0003680022080132481
"COP, BELGAUM CITY",Udyambag PS,RANI CHANNAMMA NAGAR FIRST STAGE SREERAM COLONY,BEAT NO 51,1.0,114,320,699,0.00013800082800496802
"COP, BELGAUM CITY",Udyambag PS,RANI CHANNAMMA NAGAR SECOND STAGE SURROUNDING OF LAXMI TEMPLE AREA UP TO KANNADA GOVT SCHOOL AREA,BEAT NO 50,2.0,114,320,699,0.0003680022080132481
"COP, BELGAUM CITY",Udyambag PS,MAJAGAVI AREA,BEAT,3.0,114,320,699,0.00018400110400662405
"SP, BELGAUM",Aigali PS,KOKATANUR,BEAT 04,94.0,149,440,854,0.0007913596896978344
"SP, BELGAUM",Aigali PS,KOHALLI,BEAT 08,101.0,149,440,854,0.0009028188009228814
"SP, BELGAUM",Aigali PS,KHOTNATTI,BEAT 05,43.0,149,440,854,0.0006799005784727872
"SP, BELGAUM",Aigali PS,RAMTIRATH,BEAT 02,136.0,149,440,854,0.0008582351564328626
"SP, BELGAUM",Aigali PS,AIGALI,BEAT 01,137.0,149,440,854,0.0010477156455154426
"SP, BELGAUM",Aigali PS,BADACHI,BEAT 07,158.0,149,440,854,0.0012149043123530134
"SP, BELGAUM",Aigali PS,PADATARAWADI,BEAT 03,88.0,149,440,854,0.0006687546673502826
"SP, BELGAUM",Aigali PS,YALLAMMAWADI,BEAT 13,34.0,149,440,854,0.000691046489595292
"SP, BELGAUM",Aigali PS,BADACHI,BEAT 22,71.0,149,440,854,0.0006464628451052731
"SP, BELGAUM",Aigali PS,CHAMAKERI,BEAT 29,31.0,149,440,854,0.0005015660005127119
"SP, BELGAUM",Aigali PS,KOHALLI,BEAT 26,87.0,149,440,854,0.0008247974230653484
"SP, BELGAUM",Aigali PS,DESARAHATTI,BEAT 21,33.0,149,440,854,0.0005015660005127119
"SP, BELGAUM",Aigali PS,YALIHADALAGI,BEAT 25,45.0,149,440,854,0.0007356301340853108
"SP, BELGAUM",Aigali PS,KOKATANUR,BEAT 14,60.0,149,440,854,0.0008470892453103579
"SP, BELGAUM",Aigali PS,PADATARAWADI,BEAT 09,31.0,149,440,854,0.0005907332894927496
"SP, BELGAUM",Aigali PS,ADALAHATTI,BEAT 28,35.0,149,440,854,0.000535003733880226
"SP, BELGAUM",Aigali PS,ARATAL,BEAT 11,15.0,149,440,854,0.0003789609781651601
"SP, BELGAUM",Aigali PS,ZUNJARAWAD,BEAT 17,26.0,149,440,854,0.0003566691559201507
"SP, BELGAUM",Aigali PS,ADAHALLI,BEAT 27,38.0,149,440,854,0.0007913596896978344
"SP, BELGAUM",Aigali PS,HALALLI,BEAT 10,37.0,149,440,854,0.0006464628451052731
"SP, BELGAUM",Aigali PS,YANKACHI,BEAT 24,27.0,149,440,854,0.000535003733880226
"SP, BELGAUM",Aigali PS,KODAGANUR,BEAT 19,37.0,149,440,854,0.000769067867452825
"SP, BELGAUM",Aigali PS,BURLATTI,BEAT 23,18.0,149,440,854,0.00032323142255263654
"SP, BELGAUM",Aigali PS,BADAGI,BEAT 12,21.0,149,440,854,0.0005015660005127119
"SP, BELGAUM",Aigali PS,KHOTANATTI,BEAT 20,32.0,149,440,854,0.00042354462265517897
"SP, BELGAUM",Aigali PS,BYADARAHATTI,BEAT 30,13.0,149,440,854,0.0003678150670426554
"SP, BELGAUM",Aigali PS,DABADABAHATTI,BEAT 18,12.0,149,440,854,0.0003566691559201507
"SP, BELGAUM",Aigali PS,KOKATANUR,BEAT 15,26.0,149,440,854,0.0005127119116352166
"SP, BELGAUM",Aigali PS,HARUGERI,BEAT 06,18.0,149,440,854,0.00042354462265517897
"SP, BELGAUM",Aigali PS,SUTTATTI,BEAT 16,23.0,149,440,854,0.0004012528004101695
"SP, BELGAUM",Aigali PS,KAGAWAD,OTHER,2.0,149,440,854,0.0001114591112250471
"SP, BELGAUM",Ankalgi PS,ANKALAGI,1,188.0,149,440,854,0.0010588615566379475
"SP, BELGAUM",Ankalgi PS,KUNDARAGI,5,22.0,149,440,854,0.0004792741782677025
"SP, BELGAUM",Ankalgi PS,BUDIHAL,2,47.0,149,440,854,0.00042354462265517897
"SP, BELGAUM",Ankalgi PS,AKKATANGERHAL,4,61.0,149,440,854,0.0005127119116352166
"SP, BELGAUM",Ankalgi PS,URUBINAHATTI,6,37.0,149,440,854,0.0004792741782677025
"SP, BELGAUM",Ankalgi PS,PANJANAHATTI,3,30.0,149,440,854,0.0005127119116352166
"SP, BELGAUM",Ankalgi PS,LAGAMESHWAR,10,27.0,149,440,854,0.0005238578227577213
"SP, BELGAUM",Ankalgi PS,MUSALMARI,22,14.0,149,440,854,0.00031208551143013184
"SP, BELGAUM",Ankalgi PS,Dasanatti,23,23.0,149,440,854,0.00020062640020508476
"SP, BELGAUM",Ankalgi PS,SULADAL,8,8.0,149,440,854,0.00017833457796007535
"SP, BELGAUM",Ankalgi PS,Madawal,17,23.0,149,440,854,0.0005238578227577213
"SP, BELGAUM",Ankalgi PS,Benachinamaradi,27,14.0,149,440,854,0.0002229182224500942
"SP, BELGAUM",Ankalgi PS,Dum.Urabinatti,20,9.0,149,440,854,0.00015604275571506592
"SP, BELGAUM",Ankalgi PS,Kundaragi,24,23.0,149,440,854,0.0004569823560226931
"SP, BELGAUM",Ankalgi PS,Rajanakatti,11,16.0,149,440,854,0.000345523244797646
"SP, BELGAUM",Ankalgi PS,Iranatti,16,22.0,149,440,854,0.0004904200893902072
"SP, BELGAUM",Ankalgi PS,Akkatangerahal,19,6.0,149,440,854,0.0001337509334700565
"SP, BELGAUM",Ankalgi PS,Mallapur SA,21,22.0,149,440,854,0.0003566691559201507
"SP, BELGAUM",Ankalgi PS,Panjanatti,12,15.0,149,440,854,0.0002452100446951036
"SP, BELGAUM",Ankalgi PS,Urabinahatti,25,17.0,149,440,854,0.0003678150670426554
"SP, BELGAUM",Ankalgi PS,Akkatangerahal,18,33.0,149,440,854,0.0005127119116352166
"SP, BELGAUM",Ankalgi PS,SULADAL,7,30.0,149,440,854,0.0004123987115326742
"SP, BELGAUM",Ankalgi PS,NELAGANTI,9,13.0,149,440,854,0.0004123987115326742
"SP, BELGAUM",Ankalgi PS,Telaginahatti,15,20.0,149,440,854,0.0002452100446951036
"SP, BELGAUM",Ankalgi PS,Gaddiholi,28,2.0,149,440,854,7.802137785753296e-05
"SP, BELGAUM",Ankalgi PS,Shigiholi,26,3.0,149,440,854,8.916728898003768e-05
"SP, BELGAUM",Ankalgi PS,Dawalatti,13,7.0,149,440,854,0.00014489684459256122
"SP, BELGAUM",Ankalgi PS,Gada,14,7.0,149,440,854,0.00014489684459256122
"SP, BELGAUM",Ankali PS,MANJARI,07 BEAT ANKALI PS,83.0,149,440,854,0.0007913596896978344
"SP, BELGAUM",Ankali PS,SARJERAO NAGAR,00,96.0,149,440,854,0.005149410938597176
"SP, BELGAUM",Ankali PS,CHANDUR,00,36.0,149,440,854,0.005149410938597176
"SP, BELGAUM",Ankali PS,KADAPUR,04 BEAT ANKALI PS,78.0,149,440,854,0.000691046489595292
"SP, BELGAUM",Ankali PS,KERUR,00,123.0,149,440,854,0.005149410938597176
"SP, BELGAUM",Ankali PS,KERUR,05 BEAT ANKALI PS,57.0,149,440,854,0.0004681282671451978
"SP, BELGAUM",Ankali PS,JODAKURALI,00,42.0,149,440,854,0.005149410938597176
"SP, BELGAUM",Ankali PS,CHANDUR TEK,00,3.0,149,440,854,0.005149410938597176
"SP, BELGAUM",Ankali PS,ANKALI,00,135.0,149,440,854,0.005149410938597176
"SP, BELGAUM",Ankali PS,RUPINAL,00,17.0,149,440,854,0.005149410938597176
"SP, BELGAUM",Ankali PS,MANJARI,02 BEAT ANKALI PS,52.0,149,440,854,0.0004569823560226931
"SP, BELGAUM",Ankali PS,ANKALI,01 BEAT ANKALI PS,115.0,149,440,854,0.0009139647120453862
"SP, BELGAUM",Ankali PS,KALLOL,00,20.0,149,440,854,0.005149410938597176
"SP, BELGAUM",Ankali PS,KADAPUR,00,27.0,149,440,854,0.005149410938597176
"SP, BELGAUM",Ankali PS,KERURWADI,00,19.0,149,440,854,0.005149410938597176
"SP, BELGAUM",Ankali PS,KERUR,08 BEAT ANKALI PS,57.0,149,440,854,0.0006464628451052731
"SP, BELGAUM",Ankali PS,AMBEDAKAR NAGAR,00,3.0,149,440,854,0.005149410938597176
"SP, BELGAUM",Ankali PS,INGALI,03 BEAT ANKALI PS,25.0,149,440,854,0.0004458364449001884
"SP, BELGAUM",Ankali PS,KALLOL,06 BEAT ANKALI PS,17.0,149,440,854,0.000345523244797646
"SP, BELGAUM",Ankali PS,ARABYANAWADI,00,3.0,149,440,854,0.005149410938597176
"SP, BELGAUM",Ankali PS,ULLAGADDIWADI,00,6.0,149,440,854,0.005149410938597176
"SP, BELGAUM",Ankali PS,DKSSK COLONY,00,6.0,149,440,854,0.005149410938597176
"SP, BELGAUM",Athani PS,Anantapur,Anantpur  01,822.0,149,440,854,0.0015827193793956688
"SP, BELGAUM",Athani PS,SATTI,Tanvashi 03,93.0,149,440,854,0.0008693810675553673
"SP, BELGAUM",Athani PS,KIRANAGI,Katageri 12,50.0,149,440,854,0.0006018792006152543
"SP, BELGAUM",Athani PS,MADABHAVI,Shivanur 03,94.0,149,440,854,0.0009139647120453862
"SP, BELGAUM",Athani PS,DEVARRADDERATTI,Athani Town 02  14,97.0,149,440,854,0.000769067867452825
"SP, BELGAUM",Athani PS,ABBIHAL,Athani Town 01  14,184.0,149,440,854,0.001114591112250471
"SP, BELGAUM",Athani PS,HULGABALI,Athani Town 03 14,62.0,149,440,854,0.0007133383118403014
"SP, BELGAUM",Athani PS,GATANATTI,Pandegaon 04,51.0,149,440,854,0.0005461496450027307
"SP, BELGAUM",Athani PS,KALLOTTI,Bevanur 02,66.0,149,440,854,0.0006464628451052731
"SP, BELGAUM",Athani PS,SANKONAHATTI,Sankonatti 14,64.0,149,440,854,0.0006576087562277778
"SP, BELGAUM",Athani PS,NADI INGAGON,Athani Town 04 14,61.0,149,440,854,0.0007467760452078156
"SP, BELGAUM",Athani PS,ANANTAPUR,Kiranagi 02,46.0,149,440,854,0.0006018792006152543
"SP, BELGAUM",Athani PS,BALAVAD,BEAT NO 9 MASARAGUPPI,39.0,149,440,854,0.0004681282671451978
"SP, BELGAUM",Athani PS,KAVATAKOPPA,Ajur 04,47.0,149,440,854,0.0003789609781651601
"SP, BELGAUM",Athani PS,Kallotti,Kallotti 05,95.0,149,440,854,0.0008916728898003768
"SP, BELGAUM",Athani PS,Gundewadi,Gundewadi 02,63.0,149,440,854,0.0006687546673502826
"SP, BELGAUM",Athani PS,Devar Radderahatti,Devar Radderahatti 08,42.0,149,440,854,0.0007133383118403014
"SP, BELGAUM",Athani PS,Balawad,Balawad 12,4.0,149,440,854,7.802137785753296e-05
"SP, BELGAUM",Athani PS,Shankarahatti,Shankarahatti 10,61.0,149,440,854,0.0006464628451052731
"SP, BELGAUM",Athani PS,SATTI,Satti 13,93.0,149,440,854,0.000880526978677872
"SP, BELGAUM",Athani PS,Balligeri,Balligeri 01,513.0,149,440,854,0.0016384489350081922
"SP, BELGAUM",Athani PS,Shinnal,Shinnal 08,31.0,149,440,854,0.0004569823560226931
"SP, BELGAUM",Athani PS,Kavatakoppa,Khavatakoppa 09,105.0,149,440,854,0.0010922992900054614
"SP, BELGAUM",Athani PS,Shirahatti,Shirahatti 12,16.0,149,440,854,0.0005238578227577213
"SP, BELGAUM",Athani PS,Ramawadi,Ramawadi 08,46.0,149,440,854,0.0007356301340853108
"SP, BELGAUM",Athani PS,Masaraguppi,Masaraguppi 07,35.0,149,440,854,0.0005015660005127119
"SP, BELGAUM",Athani PS,Madabhanvi,Madabhanvi 06,54.0,149,440,854,0.0006687546673502826
"SP, BELGAUM",Athani PS,Hulagabali,Hulagabali 08,31.0,149,440,854,0.0005684414672477402
"SP, BELGAUM",Athani PS,Abbihal,Abbihal 03,41.0,149,440,854,0.0004792741782677025
"SP, BELGAUM",Athani PS,Siddewadi,Siddewadi 06,40.0,149,440,854,0.0005461496450027307
"SP, BELGAUM",Athani PS,Dodawad,Dodawad 11,69.0,149,440,854,0.0007802137785753296
"SP, BELGAUM",Athani PS,Maheshawadagi,Maheshawadagi 13,15.0,149,440,854,0.00032323142255263654
"SP, BELGAUM",Athani PS,Hosatti,Hosatti 07,19.0,149,440,854,0.0003566691559201507
"SP, BELGAUM",Athani PS,Nandaganv,Aralihatti 06,37.0,149,440,854,0.0004681282671451978
"SP, BELGAUM",Athani PS,Darur,Darur 09,20.0,149,440,854,0.0004346905337776837
"SP, BELGAUM",Athani PS,Vishnuwadi,Vishnuwadi 06,19.0,149,440,854,0.0005461496450027307
"SP, BELGAUM",Athani PS,Mayanatti,Mayanatti 03,19.0,149,440,854,0.0003678150670426554
"SP, BELGAUM",Athani PS,Teertha,Teertha 10,17.0,149,440,854,0.00032323142255263654
"SP, BELGAUM",Athani PS,SAVADI,Savadi 13,43.0,149,440,854,0.0006576087562277778
"SP, BELGAUM",Athani PS,Tangadi,Tangadi 08,8.0,149,440,854,0.0002452100446951036
"SP, BELGAUM",Athani PS,Nandeshwar,Nandeshwar 13,22.0,149,440,854,0.0005127119116352166
"SP, BELGAUM",Athani PS,Ghatanatti,Ghatanatti 12,24.0,149,440,854,0.0005015660005127119
"SP, BELGAUM",Athani PS,Ghatanatti,Naganur PK 11,23.0,149,440,854,0.0004012528004101695
"SP, BELGAUM",Athani PS,Bommanal,Bommanal 06,22.0,149,440,854,0.000535003733880226
"SP, BELGAUM",Athani PS,Chikkatti,Chikkatti 11,28.0,149,440,854,0.00031208551143013184
"SP, BELGAUM",Athani PS,Shegunashi,Shegunashi 09,11.0,149,440,854,0.0003789609781651601
"SP, BELGAUM",Athani PS,Tevaratti,Tevaratti 07,36.0,149,440,854,0.0005127119116352166
"SP, BELGAUM",Athani PS,Sambaragi,Sambaragi 05,69.0,149,440,854,0.0006353169339827684
"SP, BELGAUM",Athani PS,Nadi Ingalagaon,Nadi Ingalagaon 10,32.0,149,440,854,0.0005907332894927496
"SP, BELGAUM",Athani PS,Muragundi,Muragundi 08,24.0,149,440,854,0.000345523244797646
"SP, BELGAUM",Athani PS,Naganoor PA,Naganoor PA 05,22.0,149,440,854,0.0004681282671451978
"SP, BELGAUM",Athani PS,Jakkaratti,Jakkaratti 06,13.0,149,440,854,0.0003566691559201507
"SP, BELGAUM",Athani PS,Kotawadi,Khotawadi 04,16.0,149,440,854,0.00030093960030762713
"SP, BELGAUM",Athani PS,Janawad,Janawad 13,15.0,149,440,854,0.00030093960030762713
"SP, BELGAUM",Athani PS,Nandagaon,Nandagaon 12,29.0,149,440,854,0.0005572955561252355
"SP, BELGAUM",Athani PS,khilegaon,Khilagaon,8.0,149,440,854,8.916728898003768e-05
"SP, BELGAUM",Athani PS,Saptasagar,Saptasagar 10,8.0,149,440,854,0.00021177231132758949
"SP, BELGAUM",Athani PS,Awarakhod,Awarakhod 11,16.0,149,440,854,0.0003901068892876648
"SP, BELGAUM",Athani PS,VISHNUVADI,Chikkud 10,10.0,149,440,854,0.0003566691559201507
"SP, BELGAUM",Athani PS,Halyal,Halyal 08,34.0,149,440,854,0.00030093960030762713
"SP, BELGAUM",Athani PS,Jambagi,Jambagi 05,17.0,149,440,854,0.0004012528004101695
"SP, BELGAUM",Athani PS,Hanamapur,Hanamapur 07,18.0,149,440,854,0.0004458364449001884
"SP, BELGAUM",Athani PS,Agrani Ingalagaon,Agrani Ingalagaon 07,6.0,149,440,854,0.00021177231132758949
"SP, BELGAUM",Athani PS,Radderahatti,Radderahatti 11,22.0,149,440,854,0.0004346905337776837
"SP, BELGAUM",Athani PS,Karlatti,Karlatti 09,4.0,149,440,854,0.00016718866683757065
"SP, BELGAUM",Athani PS,Shirur,Shirur 04,7.0,149,440,854,0.00017833457796007535
"SP, BELGAUM",Athani PS,Malabad,Malabad 01,4.0,149,440,854,0.00014489684459256122
"SP, BELGAUM",Athani PS,Chandrappanwadi,Chandrappanawadi 01,2.0,149,440,854,8.916728898003768e-05
"SP, BELGAUM",Athani PS,Parthanahalli,Parthanahalli 02,10.0,149,440,854,0.00030093960030762713
"SP, BELGAUM",Athani PS,Out Of Athani PS Limits,Khilegaon 04,3.0,149,440,854,5.572955561252355e-05
"SP, BELGAUM",Bailahongal PS,GADIKARVINKOPPA,08 KORIKOPPA,47.0,149,440,854,0.0007133383118403014
"SP, BELGAUM",Bailahongal PS,BAILHONGAL,z,234.0,149,440,854,0.004569823560226931
"SP, BELGAUM",Bailahongal PS,ANIGOL,06 GARJUR,57.0,149,440,854,0.0005127119116352166
"SP, BELGAUM",Bailahongal PS,SAMPAGAV,07 ARAVALLI,58.0,149,440,854,0.0004792741782677025
"SP, BELGAUM",Bailahongal PS,ARVALLI,12 KURAGUND,54.0,149,440,854,0.0005015660005127119
"SP, BELGAUM",Bailahongal PS,bailwad,06 KENGANUR,66.0,149,440,854,0.0004792741782677025
"SP, BELGAUM",Bailahongal PS,DEVLAPUR,z,40.0,149,440,854,0.004569823560226931
"SP, BELGAUM",Bailahongal PS,GARJUR,11 YARADAL,32.0,149,440,854,0.0005795873783702449
"SP, BELGAUM",Bailahongal PS,YARDAL,07 JALIKOPPA,100.0,149,440,854,0.0006687546673502826
"SP, BELGAUM",Bailahongal PS,YARGOPPA,07 NAYANAGAR,102.0,149,440,854,0.0007802137785753296
"SP, BELGAUM",Bailahongal PS,NAVALGATTI,12 NEGINAHAL,23.0,149,440,854,0.0004681282671451978
"SP, BELGAUM",Bailahongal PS,GARJUR,10 BEVINAKOPPA,25.0,149,440,854,0.0004012528004101695
"SP, BELGAUM",Bailahongal PS,BAILHONGAL TOWN,z,152.0,149,440,854,0.004569823560226931
"SP, BELGAUM",Bailahongal PS,KALLUR,14 KALLUR,17.0,149,440,854,0.00031208551143013184
"SP, BELGAUM",Bailahongal PS,VAKKUND,08 VAKKUND,58.0,149,440,854,0.0005461496450027307
"SP, BELGAUM",Bailahongal PS,BHANVIHAL,16 BHANVIHAL,15.0,149,440,854,0.0003901068892876648
"SP, BELGAUM",Bailahongal PS,GANIKOPP,19 GANIKOPPA,13.0,149,440,854,0.0004458364449001884
"SP, BELGAUM",Bailahongal PS,BAILHONGAL TOWN,04 BAILHONGAL TOWN,708.0,149,440,854,0.001683032579498211
"SP, BELGAUM",Bailahongal PS,NEGINAHAL,z,89.0,149,440,854,0.004569823560226931
"SP, BELGAUM",Bailahongal PS,DEVALAPUR,09 DEVALAPUR,49.0,149,440,854,0.0006464628451052731
"SP, BELGAUM",Bailahongal PS,SAMPAGON,13 SAMPAGON,39.0,149,440,854,0.0004458364449001884
"SP, BELGAUM",Bailahongal PS,SAMPAGON,z,72.0,149,440,854,0.004569823560226931
"SP, BELGAUM",Bailahongal PS,SANGOLLI,05 SANGOLLI,36.0,149,440,854,0.0005015660005127119
"SP, BELGAUM",Bailahongal PS,ANIGOL,09 ANIGOL,82.0,149,440,854,0.000613025111737759
"SP, BELGAUM",Bailahongal PS,SANIKOPPA,13 SANIKOPPA,43.0,149,440,854,0.0004123987115326742
"SP, BELGAUM",Bailahongal PS,GIRAYAL KARIYAT BAGEWADI,17 GIRIYAL K B,12.0,149,440,854,0.0003678150670426554
"SP, BELGAUM",Bailahongal PS,AMATUR VILLAGE,10 AMATUR,40.0,149,440,854,0.0005238578227577213
"SP, BELGAUM",Bailahongal PS,MARAKATTI,19 MARAKATTI,22.0,149,440,854,0.0004123987115326742
